Concrete Compressive Strength,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age
132.2617,483.6516,302.21207,173.58438,129.2403,5.424614,869.0419,801.2382,89.699455
132.83423,515.13135,342.52844,106.41155,147.14392,10.050834,1022.7627,807.739,139.21025
133.21004,436.2691,290.38947,171.43985,138.67091,11.092347,846.33655,745.6896,139.57755
133.35962,509.87527,247.03545,99.86204,128.48073,12.974554,818.0839,802.5653,72.531715
133.38464,494.23895,280.34567,198.40785,145.96631,21.953232,986.0888,767.9519,188.06055
133.43979,463.26855,322.65512,154.94246,129.98041,17.761732,822.11383,836.6556,281.72513
133.60085,330.38855,353.92288,153.73213,123.68404,5.9391418,1132.0298,777.22327,100.13888
133.64017,410.3911,323.78207,148.84164,122.20989,20.933907,808.2825,876.8082,181.2674
133.81386,504.5328,301.64746,191.6559,134.05269,18.243288,1089.0526,842.7655,173.3496
133.90764,506.905,305.67383,109.70881,150.0471,12.088293,1127.1075,759.0743,295.81836
133.92667,405.028,319.96686,185.95001,137.6764,7.001264,1136.4791,855.87103,149.2176
134.06937,479.19702,318.45975,195.71432,148.61961,24.523256,1083.8428,794.6788,209.54199
134.19905,516.2217,300.15228,166.2545,150.36342,22.046375,1132.899,757.2069,203.56346
134.61357,490.6496,309.97433,182.70114,126.87836,30.124321,1125.2347,803.1864,117.00217
134.78096,488.49548,341.72263,179.80197,157.51053,11.94313,1098.392,832.0704,148.58124
134.82231,493.84436,334.70898,199.41821,132.5656,17.925661,856.37146,781.9424,41.028584
134.90456,458.09073,288.50696,198.65105,132.08098,20.10169,870.7844,772.5369,148.49985
134.96654,511.25073,303.15057,55.705963,146.28137,12.238358,832.07074,793.01263,99.995605
134.98087,528.01953,294.80176,179.27287,166.7749,10.958762,822.98773,804.2174,227.97418
134.99525,531.234,337.75653,179.48013,144.88753,23.133762,1043.4532,780.2359,359.84235
135.00607,532.03094,288.8424,137.91866,122.94407,31.879824,1028.7285,746.4353,107.28792
135.0789,519.9143,350.82968,176.82314,159.39685,28.160772,804.11505,815.3854,165.52238
135.12587,412.79483,329.42206,18.498524,134.02304,12.565376,1125.3839,793.5911,150.88997
135.14621,522.3641,312.09805,196.81177,139.27779,30.677412,995.9711,804.33936,97.5487
135.1647,507.85477,328.48215,147.28261,121.98915,7.6189613,1046.116,794.0895,130.54988
135.36429,523.0835,295.4933,186.6912,156.34999,31.518839,809.69556,781.1136,185.4706
135.42482,521.6736,331.22592,144.4647,142.45743,18.551174,1047.0869,800.0177,211.66971
135.4644,483.11975,325.81042,64.5219,125.474556,14.112354,820.7902,730.78253,50.81297
135.62636,459.3631,292.78,197.96324,134.20322,19.371895,1138.2904,770.15875,265.16357
135.68842,486.42645,235.48743,189.73544,134.3323,13.289713,1104.1256,747.9337,97.10818
135.73701,330.69846,306.2115,130.35248,136.15367,4.981767,1131.7709,790.4702,107.73397
135.7576,464.9377,330.1376,184.12212,150.01636,13.557427,1069.5518,751.45667,221.08266
135.75761,487.47583,301.71893,167.51723,152.56924,19.536821,808.63354,788.2346,33.462536
135.75948,483.0725,328.5492,192.47643,130.36894,15.894752,1014.804,821.8318,90.861534
135.77663,474.99225,306.39694,152.81985,143.52782,28.539555,810.2426,826.38586,86.5994
135.79323,493.14993,263.4198,193.21794,126.387115,11.303721,843.5468,859.9609,124.490425
135.82552,529.5557,350.96,135.48114,135.30463,19.232536,1137.3423,712.8912,158.00452
135.84953,379.5628,303.72955,110.69488,143.03435,11.062818,1132.7504,798.5307,75.09427
135.88585,442.55957,353.3927,188.81937,122.905396,9.703976,1091.9517,768.9661,241.82625
